1586503248210, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586503848332, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586504448404, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586505048467, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586505648533, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586506518290, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586507118417, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586507718527, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586508318623, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586508918707, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586509518832, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586510123500, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586510726203, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586510800805, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586510879455, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586511155606, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586512447064, 43, 63.90, 0, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586512885434, 43, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586512979137, 43, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513613452, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513613618, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513613754, 3, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513613901, 4, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614062, 5, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614219, 6, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614378, 7, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614529, 8, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614683, 9, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513614851, 10, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513957145, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513959225, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513961298, 3, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513963367, 4, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513965434, 5, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513967512, 6, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513969578, 7, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513971655, 8, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513973726, 9, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586513975790, 10, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514041878, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514042968, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514044056, 3, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514045167, 4, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514046235, 5, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514047313, 6, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514048377, 7, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514049447, 8, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514050533, 9, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514051599, 10, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514230053, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514230204, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514830613, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586514830773, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586515431167, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586515431324, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586516031751, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586516031923, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586516632341, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586516632494, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586517232883, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586517233046, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586517833465, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586517833661, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586518434063, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586518613646, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586518623737, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586518647553, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586518647826, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586519248487, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586519248785, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586519849475, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586519849766, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586520450478, 1, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1586520450754, 2, 63.90, 1000, 0, -1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1592581059001, 1, 26.72, 1000, 357, 29.97, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57
1592581251749, 40, 26.83, 1000, 365, 29.97, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57, 31.57
1607980513404, 40, 21.11, 1000, 329, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10, 71.10
